,sequence,frame,x,y,player
913,29,18531,877,259,player_A
914,29,18532,887,257,player_A
915,29,18533,898,254,player_A
916,29,18534,909,251,player_A
917,29,18535,920,247,player_A
918,29,18536,931,245,player_A
919,29,18537,941,242,player_A
920,29,18538,952,237,player_A
921,29,18539,963,233,player_A
922,29,18540,974,229,player_A
923,29,18541,985,225,player_A
924,29,18542,995,220,player_A
925,29,18543,1006,215,player_A
926,29,18544,1017,211,player_A
927,29,18545,1027,205,player_A
928,29,18552,1102,163,player_A
929,29,18553,1113,156,player_A
930,29,18554,1124,149,player_A
931,29,18555,1134,145,player_A
932,29,18556,1142,148,player_A
933,29,18557,1150,154,player_A
934,29,18558,1158,159,player_A
935,29,18559,1165,163,player_A
936,29,18560,1173,167,player_A
937,29,18561,1181,171,player_A
938,29,18562,1189,175,player_A
939,29,18563,1196,178,player_A
940,29,18564,1204,181,player_A
941,29,18565,1212,185,player_A
942,29,18566,1219,188,player_A
943,29,18567,1227,190,player_A
944,30,18593,966,216,player_B
945,30,18594,937,215,player_B
946,30,18595,906,212,player_B
947,30,18596,878,210,player_B
948,30,18597,850,207,player_B
949,30,18598,821,203,player_B
950,30,18599,793,199,player_B
951,30,18600,764,195,player_B
952,30,18601,737,190,player_B
953,30,18602,708,185,player_B
954,30,18603,681,180,player_B
955,30,18604,654,174,player_B
956,30,18605,628,168,player_B
957,30,18606,602,161,player_B
958,30,18607,575,154,player_B
959,30,18608,550,148,player_B
960,30,18609,524,140,player_B
961,30,18610,499,133,player_B
962,30,18611,473,125,player_B
963,30,18612,449,116,player_B
964,30,18613,425,111,player_B
965,30,18614,398,117,player_B
966,30,18615,374,124,player_B
967,30,18616,345,132,player_B
968,30,18617,320,138,player_B
969,30,18618,294,145,player_B
970,30,18619,269,150,player_B
971,30,18620,245,155,player_B
972,30,18621,220,161,player_B
973,30,18622,196,165,player_B
974,30,18623,172,169,player_B
975,30,18624,148,172,player_B
976,30,18625,125,175,player_B
977,31,18698,846,295,player_A
978,31,18699,866,288,player_A
979,31,18700,883,282,player_A
980,31,18701,903,275,player_A
981,31,18702,921,269,player_A
982,31,18703,937,262,player_A
983,31,18704,957,254,player_A
984,31,18705,974,247,player_A
985,31,18706,991,239,player_A
986,31,18707,1007,231,player_A
987,31,18708,1024,223,player_A
988,31,18709,1040,216,player_A
989,31,18710,1058,205,player_A
990,31,18711,1072,198,player_A
991,31,18712,1087,189,player_A
992,31,18713,1102,179,player_A
993,31,18717,1160,141,player_A
994,31,18718,1174,131,player_A
995,31,18719,1187,121,player_A
996,31,18720,1200,111,player_A
997,31,18721,1212,114,player_A
998,31,18722,1223,125,player_A
999,31,18723,1234,135,player_A
1000,31,18724,1244,145,player_A
1001,31,18725,1255,155,player_A
1002,31,18726,1265,165,player_A
1003,31,18727,1276,174,player_A
1004,31,18728,1286,183,player_A
1005,31,18729,1295,191,player_A
1006,31,18730,1304,201,player_A
1007,31,18731,1315,208,player_A
1008,31,18732,1324,216,player_A
1009,32,20705,902,275,player_B
1010,32,20706,898,274,player_B
1011,32,20707,896,273,player_B
1012,32,20708,894,272,player_B
1013,32,20709,891,270,player_B
1014,32,20710,888,269,player_B
1015,32,20711,887,267,player_B
1016,32,20712,884,265,player_B
1017,32,20713,881,262,player_B
1018,32,20714,878,259,player_B
1019,32,20715,876,257,player_B
1020,32,20716,874,254,player_B
1021,32,20717,871,251,player_B
1022,32,20718,868,247,player_B
1023,32,20727,846,209,player_B
1024,32,20728,844,203,player_B
1025,32,20729,842,197,player_B
1026,32,20730,839,193,player_B
1027,32,20731,836,196,player_B
1028,32,20732,834,202,player_B
1029,32,20733,832,206,player_B
1030,32,20734,830,211,player_B
1031,32,20735,827,216,player_B
1032,32,20736,824,220,player_B
1033,32,20737,822,224,player_B
1034,32,20738,819,228,player_B
1035,32,20739,817,232,player_B
1036,32,20740,814,236,player_B
1037,32,20741,812,239,player_B
1038,32,20742,809,242,player_B
1039,33,22529,863,263,player_A
1040,33,22530,874,262,player_A
1041,33,22531,884,261,player_A
1042,33,22532,895,260,player_A
1043,33,22533,906,258,player_A
1044,33,22534,916,256,player_A
1045,33,22535,927,254,player_A
1046,33,22536,938,252,player_A
1047,33,22537,948,249,player_A
1048,33,22538,958,246,player_A
1049,33,22539,969,244,player_A
1050,33,22540,979,240,player_A
1051,33,22541,989,237,player_A
1052,33,22542,999,233,player_A
1053,33,22543,1009,229,player_A
1054,33,22544,1019,225,player_A
1055,33,22549,1070,201,player_A
1056,33,22550,1080,195,player_A
1057,33,22551,1089,189,player_A
1058,33,22552,1099,183,player_A
1059,33,22553,1109,181,player_A
1060,33,22554,1120,185,player_A
1061,33,22555,1130,189,player_A
1062,33,22556,1140,193,player_A
1063,33,22557,1151,196,player_A
1064,33,22558,1162,199,player_A
1065,33,22559,1172,202,player_A
1066,33,22560,1182,205,player_A
1067,33,22561,1192,208,player_A
1068,33,22562,1203,210,player_A
1069,33,22563,1214,212,player_A
1070,33,22564,1223,214,player_A
1071,34,22588,958,251,player_B
1072,34,22589,937,250,player_B
1073,34,22590,918,249,player_B
1074,34,22591,897,247,player_B
1075,34,22592,877,245,player_B
1076,34,22593,858,243,player_B
1077,34,22594,840,240,player_B
1078,34,22595,822,238,player_B
1079,34,22596,804,235,player_B
1080,34,22597,786,231,player_B
1081,34,22598,768,228,player_B
1082,34,22599,752,224,player_B
1083,34,22600,736,220,player_B
1084,34,22601,719,216,player_B
1085,34,22602,703,211,player_B
1086,34,22603,688,207,player_B
1087,34,22604,673,209,player_B
1088,34,22605,660,215,player_B
1089,34,22606,646,221,player_B
1090,34,22607,632,227,player_B
1091,34,22608,619,232,player_B
1092,34,22609,607,237,player_B
1093,34,22610,593,241,player_B
1094,34,22611,582,246,player_B
1095,34,22612,569,249,player_B
1096,34,22613,557,254,player_B
1097,34,22614,543,257,player_B
1098,34,22615,533,260,player_B
1099,35,24583,626,222,player_A
1100,35,24584,640,216,player_A
1101,35,24585,653,210,player_A
1102,35,24586,666,207,player_A
1103,35,24587,675,211,player_A
1104,35,24588,686,214,player_A
1105,35,24589,696,218,player_A
1106,35,24590,708,222,player_A
1107,35,24591,718,224,player_A
1108,35,24592,729,228,player_A
1109,35,24593,739,230,player_A
1110,35,24594,750,233,player_A
1111,35,24595,760,235,player_A
1112,35,24596,771,237,player_A
1113,35,24597,781,239,player_A
1114,35,24598,792,240,player_A
1115,35,24604,857,244,player_A
1116,35,24605,867,244,player_A
1117,35,24606,879,243,player_A
1118,35,24607,890,243,player_A
1119,35,24608,901,241,player_A
1120,35,24609,911,240,player_A
1121,35,24610,921,239,player_A
1122,35,24611,933,237,player_A
1123,35,24612,944,235,player_A
1124,35,24613,955,233,player_A
1125,35,24614,966,230,player_A
1126,35,24615,976,227,player_A
1127,35,24616,987,224,player_A
1128,35,24617,998,220,player_A
1129,35,24618,1009,217,player_A
1130,35,24619,1020,213,player_A
1131,35,24628,1116,165,player_A
1132,35,24629,1127,158,player_A
1133,35,24630,1137,152,player_A
1134,35,24631,1148,146,player_A
1135,35,24632,1159,149,player_A
1136,35,24633,1168,152,player_A
1137,35,24634,1177,155,player_A
1138,35,24635,1188,159,player_A
1139,35,24636,1198,162,player_A
1140,35,24637,1208,164,player_A
1141,35,24638,1218,166,player_A
1142,35,24639,1228,169,player_A
1143,35,24640,1238,170,player_A
1144,35,24641,1248,172,player_A
1145,35,24642,1258,174,player_A
1146,35,24643,1268,175,player_A
1147,36,24674,977,260,player_B
1148,36,24675,954,262,player_B
1149,36,24676,932,263,player_B
1150,36,24677,910,264,player_B
1151,36,24678,888,265,player_B
1152,36,24679,866,265,player_B
1153,36,24680,846,265,player_B
1154,36,24681,827,264,player_B
1155,36,24682,807,263,player_B
1156,36,24683,788,261,player_B
1157,36,24684,770,260,player_B
1158,36,24685,752,258,player_B
1159,36,24686,735,256,player_B
1160,36,24687,718,253,player_B
1161,36,24688,700,250,player_B
1162,36,24689,684,247,player_B
1163,36,24695,597,223,player_B
1164,36,24696,584,218,player_B
1165,36,24697,570,213,player_B
1166,36,24698,558,207,player_B
1167,36,24699,545,207,player_B
1168,36,24700,529,215,player_B
1169,36,24701,512,223,player_B
1170,36,24702,497,229,player_B
1171,36,24703,481,237,player_B
1172,36,24704,469,242,player_B
1173,36,24705,465,247,player_B
1174,36,24706,480,248,player_B
1175,36,24707,496,250,player_B
1176,36,24708,513,251,player_B
1177,36,24709,531,251,player_B
1178,36,24710,549,252,player_B
1179,37,27734,846,226,player_A
1180,37,27735,857,225,player_A
1181,37,27736,868,223,player_A
1182,37,27737,880,221,player_A
1183,37,27738,891,219,player_A
1184,37,27739,902,216,player_A
1185,37,27740,913,214,player_A
1186,37,27741,924,210,player_A
1187,37,27742,935,208,player_A
1188,37,27743,946,204,player_A
1189,37,27744,957,201,player_A
1190,37,27745,968,197,player_A
1191,37,27746,979,193,player_A
1192,37,27747,990,188,player_A
1193,37,27748,1001,184,player_A
1194,37,27749,1012,180,player_A
1195,37,27752,1044,164,player_A
1196,37,27753,1055,158,player_A
1197,37,27754,1065,152,player_A
1198,37,27755,1076,147,player_A
1199,37,27756,1085,148,player_A
1200,37,27757,1093,153,player_A
1201,37,27758,1101,157,player_A
1202,37,27759,1108,162,player_A
1203,37,27760,1117,165,player_A
1204,37,27761,1124,169,player_A
1205,37,27762,1132,173,player_A
1206,37,27763,1140,176,player_A
1207,37,27764,1148,179,player_A
1208,37,27765,1156,182,player_A
1209,37,27766,1163,185,player_A
1210,37,27767,1170,187,player_A
1211,38,27810,916,229,player_B
1212,38,27811,905,227,player_B
1213,38,27812,895,225,player_B
1214,38,27813,885,223,player_B
1215,38,27814,874,220,player_B
1216,38,27815,864,218,player_B
1217,38,27816,854,215,player_B
1218,38,27817,844,211,player_B
1219,38,27818,834,208,player_B
1220,38,27819,825,205,player_B
1221,38,27820,815,200,player_B
1222,38,27821,805,197,player_B
1223,38,27822,795,193,player_B
1224,38,27823,786,189,player_B
1225,38,27824,777,185,player_B
1226,38,27825,767,180,player_B
1227,38,27826,759,180,player_B
1228,38,27827,753,186,player_B
1229,38,27828,746,191,player_B
1230,38,27829,739,196,player_B
1231,38,27830,733,200,player_B
1232,38,27831,727,204,player_B
1233,38,27832,720,208,player_B
1234,38,27833,714,212,player_B
1235,38,27834,707,215,player_B
1236,38,27835,702,220,player_B
1237,38,27836,695,222,player_B
1238,38,27837,688,225,player_B
1239,39,27887,864,258,player_A
1240,39,27888,876,256,player_A
1241,39,27889,885,254,player_A
1242,39,27890,898,252,player_A
1243,39,27891,909,249,player_A
1244,39,27892,920,247,player_A
1245,39,27893,931,244,player_A
1246,39,27894,942,241,player_A
1247,39,27895,954,237,player_A
1248,39,27896,965,233,player_A
1249,39,27897,976,229,player_A
1250,39,27898,987,225,player_A
1251,39,27899,999,221,player_A
1252,39,27900,1009,216,player_A
1253,39,27901,1020,212,player_A
1254,39,27902,1032,206,player_A
1255,39,27911,1132,153,player_A
1256,39,27912,1142,146,player_A
1257,39,27913,1153,138,player_A
1258,39,27914,1165,130,player_A
1259,39,27915,1174,131,player_A
1260,39,27916,1183,136,player_A
1261,39,27917,1191,141,player_A
1262,39,27918,1199,145,player_A
1263,39,27919,1208,149,player_A
1264,39,27920,1215,153,player_A
1265,39,27921,1223,157,player_A
1266,39,27922,1232,161,player_A
1267,39,27923,1241,164,player_A
1268,39,27924,1249,167,player_A
1269,39,27925,1258,170,player_A
1270,39,27926,1265,171,player_A
1271,40,27957,984,226,player_B
1272,40,27958,955,226,player_B
1273,40,27959,926,227,player_B
1274,40,27960,901,226,player_B
1275,40,27961,873,225,player_B
1276,40,27962,848,223,player_B
1277,40,27963,825,221,player_B
1278,40,27964,802,219,player_B
1279,40,27965,779,217,player_B
1280,40,27966,757,213,player_B
1281,40,27967,737,210,player_B
1282,40,27968,717,206,player_B
1283,40,27969,698,202,player_B
1284,40,27970,677,202,player_B
1285,40,27971,656,212,player_B
1286,40,27972,635,221,player_B
1287,40,27973,614,229,player_B
1288,40,27974,593,237,player_B
1289,40,27975,574,243,player_B
1290,40,27976,555,250,player_B
1291,40,27977,536,256,player_B
1292,40,27978,519,261,player_B
1293,40,27979,502,266,player_B
1294,40,27980,487,270,player_B
1295,40,27981,467,274,player_B
1296,41,29607,851,218,player_A
1297,41,29608,863,218,player_A
1298,41,29609,874,217,player_A
1299,41,29610,888,214,player_A
1300,41,29611,899,213,player_A
1301,41,29612,911,210,player_A
1302,41,29613,924,208,player_A
1303,41,29614,936,206,player_A
1304,41,29615,949,204,player_A
1305,41,29616,960,202,player_A
1306,41,29617,972,198,player_A
1307,41,29618,985,195,player_A
1308,41,29619,997,192,player_A
1309,41,29620,1009,188,player_A
1310,41,29621,1021,184,player_A
1311,41,29622,1033,181,player_A
1312,41,29628,1105,152,player_A
1313,41,29629,1117,146,player_A
1314,41,29630,1128,141,player_A
1315,41,29631,1141,134,player_A
1316,41,29632,1151,134,player_A
1317,41,29633,1161,139,player_A
1318,41,29634,1171,143,player_A
1319,41,29635,1180,147,player_A
1320,41,29636,1189,151,player_A
1321,41,29637,1199,155,player_A
1322,41,29638,1208,158,player_A
1323,41,29639,1217,162,player_A
1324,41,29640,1226,164,player_A
1325,41,29641,1235,166,player_A
1326,41,29642,1243,169,player_A
1327,41,29643,1252,171,player_A
1328,42,29674,933,267,player_B
1329,42,29675,922,266,player_B
1330,42,29676,913,265,player_B
1331,42,29677,905,264,player_B
1332,42,29678,895,263,player_B
1333,42,29679,886,263,player_B
1334,42,29680,877,260,player_B
1335,42,29681,868,259,player_B
1336,42,29682,859,258,player_B
1337,42,29683,850,255,player_B
1338,42,29684,841,253,player_B
1339,42,29685,832,251,player_B
1340,42,29686,824,249,player_B
1341,42,29687,816,246,player_B
1342,42,29688,807,243,player_B
1343,42,29689,799,240,player_B
1344,42,29697,738,211,player_B
1345,42,29698,731,207,player_B
1346,42,29699,723,202,player_B
1347,42,29700,716,198,player_B
1348,42,29701,711,199,player_B
1349,42,29702,706,205,player_B
1350,42,29703,701,210,player_B
1351,42,29704,696,216,player_B
1352,42,29705,691,221,player_B
1353,42,29706,687,226,player_B
1354,42,29707,682,230,player_B
1355,42,29708,678,234,player_B
1356,42,29709,673,238,player_B
1357,42,29710,669,242,player_B
1358,42,29711,664,247,player_B
1359,42,29712,659,249,player_B
1360,43,30250,657,187,player_A
1361,43,30251,670,179,player_A
1362,43,30252,683,171,player_A
1363,43,30253,698,165,player_A
1364,43,30254,708,169,player_A
1365,43,30255,717,175,player_A
1366,43,30256,727,180,player_A
1367,43,30257,737,186,player_A
1368,43,30258,747,191,player_A
1369,43,30259,756,196,player_A
1370,43,30260,765,201,player_A
1371,43,30261,775,205,player_A
1372,43,30262,784,209,player_A
1373,43,30263,793,213,player_A
1374,43,30264,804,217,player_A
1375,43,30265,814,221,player_A
1376,43,30270,861,234,player_A
1377,43,30271,870,236,player_A
1378,43,30272,881,239,player_A
1379,43,30273,890,240,player_A
1380,43,30274,898,241,player_A
1381,43,30275,909,242,player_A
1382,43,30276,918,242,player_A
1383,43,30277,927,242,player_A
1384,43,30278,937,243,player_A
1385,43,30279,946,243,player_A
1386,43,30280,956,243,player_A
1387,43,30281,965,242,player_A
1388,43,30282,974,241,player_A
1389,43,30283,984,239,player_A
1390,43,30284,993,238,player_A
1391,43,30285,1002,236,player_A
1392,44,31694,1295,125,player_B
1393,44,31695,1273,120,player_B
1394,44,31696,1250,115,player_B
1395,44,31697,1229,110,player_B
1396,44,31698,1209,115,player_B
1397,44,31699,1193,121,player_B
1398,44,31700,1175,129,player_B
1399,44,31701,1158,136,player_B
1400,44,31702,1141,142,player_B
1401,44,31703,1124,149,player_B
1402,44,31704,1108,154,player_B
1403,44,31705,1091,160,player_B
1404,44,31706,1075,165,player_B
1405,44,31707,1059,170,player_B
1406,44,31708,1043,175,player_B
1407,44,31709,1027,179,player_B
1408,44,31716,922,198,player_B
1409,44,31717,908,200,player_B
1410,44,31718,894,201,player_B
1411,44,31719,879,202,player_B
1412,44,31720,866,203,player_B
1413,44,31721,852,203,player_B
1414,44,31722,839,203,player_B
1415,44,31723,827,202,player_B
1416,44,31724,814,202,player_B
1417,44,31725,801,201,player_B
1418,44,31726,789,200,player_B
1419,44,31727,777,199,player_B
1420,44,31728,765,197,player_B
1421,44,31729,753,195,player_B
1422,44,31730,742,193,player_B
1423,44,31731,730,190,player_B
1424,44,31735,687,179,player_B
1425,44,31736,677,176,player_B
1426,44,31737,667,172,player_B
1427,44,31738,657,168,player_B
1428,44,31739,646,168,player_B
1429,44,31740,636,174,player_B
1430,44,31741,627,180,player_B
1431,44,31742,617,185,player_B
1432,44,31743,607,190,player_B
1433,44,31744,597,195,player_B
1434,44,31745,588,200,player_B
1435,44,31746,579,205,player_B
1436,44,31747,570,208,player_B
1437,44,31748,561,212,player_B
1438,44,31749,552,215,player_B
1439,44,31750,543,219,player_B
1440,45,31793,844,246,player_A
1441,45,31794,861,243,player_A
1442,45,31795,878,239,player_A
1443,45,31796,895,235,player_A
1444,45,31797,912,231,player_A
1445,45,31798,929,226,player_A
1446,45,31799,947,221,player_A
1447,45,31800,963,216,player_A
1448,45,31801,980,210,player_A
1449,45,31802,996,204,player_A
1450,45,31803,1014,198,player_A
1451,45,31804,1030,192,player_A
1452,45,31805,1047,185,player_A
1453,45,31806,1064,178,player_A
1454,45,31807,1080,170,player_A
1455,45,31808,1096,163,player_A
1456,45,31809,1113,154,player_A
1457,45,31810,1129,147,player_A
1458,45,31811,1145,138,player_A
1459,45,31812,1162,129,player_A
1460,45,31813,1178,123,player_A
1461,45,31814,1195,128,player_A
1462,45,31815,1212,134,player_A
1463,45,31816,1228,141,player_A
1464,45,31817,1244,146,player_A
1465,45,31818,1261,151,player_A
1466,45,31819,1278,157,player_A
1467,45,31820,1294,162,player_A
1468,45,31821,1310,166,player_A
1469,45,31822,1326,170,player_A
1470,45,31823,1343,176,player_A
1471,45,31824,1358,179,player_A
1472,45,31825,1375,182,player_A
1473,45,31833,1019,244,player_A
1474,45,31834,980,249,player_A
1475,45,31835,937,253,player_A
1476,45,31836,904,255,player_A
1477,45,31837,864,258,player_A
1478,45,31838,830,259,player_A
1479,45,31839,796,259,player_A
1480,45,31840,764,259,player_A
1481,45,31841,734,259,player_A
1482,45,31842,702,259,player_A
1483,45,31843,674,257,player_A
1484,45,31844,644,255,player_A
1485,45,31845,620,253,player_A
1486,45,31846,593,250,player_A
1487,45,31847,567,247,player_A
1488,45,31848,543,244,player_A
1489,46,32644,878,280,player_A
1490,46,32645,885,278,player_A
1491,46,32646,892,275,player_A
1492,46,32647,899,273,player_A
1493,46,32648,906,270,player_A
1494,46,32649,913,266,player_A
1495,46,32650,920,263,player_A
1496,46,32651,926,259,player_A
1497,46,32652,933,255,player_A
1498,46,32653,940,251,player_A
1499,46,32654,946,246,player_A
1500,46,32655,953,241,player_A
1501,46,32656,960,236,player_A
1502,46,32657,967,231,player_A
1503,46,32658,974,225,player_A
1504,46,32659,980,220,player_A
1505,46,32663,1006,195,player_A
1506,46,32664,1013,187,player_A
1507,46,32665,1019,180,player_A
1508,46,32666,1026,173,player_A
1509,46,32667,1032,172,player_A
1510,46,32668,1037,178,player_A
1511,46,32669,1042,182,player_A
1512,46,32670,1047,188,player_A
1513,46,32671,1052,193,player_A
1514,46,32672,1058,198,player_A
1515,46,32673,1063,201,player_A
1516,46,32674,1068,206,player_A
1517,46,32675,1073,210,player_A
1518,46,32676,1078,214,player_A
1519,46,32677,1083,217,player_A
1520,46,32678,1088,221,player_A
1521,47,33370,1414,125,player_B
1522,47,33371,1379,117,player_B
1523,47,33372,1353,114,player_B
1524,47,33373,1324,110,player_B
1525,47,33374,1298,114,player_B
1526,47,33375,1275,122,player_B
1527,47,33376,1252,131,player_B
1528,47,33377,1229,138,player_B
1529,47,33378,1206,146,player_B
1530,47,33379,1184,153,player_B
1531,47,33380,1162,161,player_B
1532,47,33381,1140,167,player_B
1533,47,33382,1119,173,player_B
1534,47,33383,1097,179,player_B
1535,47,33384,1077,185,player_B
1536,47,33385,1056,190,player_B
1537,47,33391,941,212,player_B
1538,47,33392,922,216,player_B
1539,47,33393,905,217,player_B
1540,47,33394,888,220,player_B
1541,47,33395,870,222,player_B
1542,47,33396,854,223,player_B
1543,47,33397,838,224,player_B
1544,47,33398,823,225,player_B
1545,47,33399,807,225,player_B
1546,47,33400,792,225,player_B
1547,47,33401,776,226,player_B
1548,47,33402,762,225,player_B
1549,47,33403,748,225,player_B
1550,47,33404,734,224,player_B
1551,47,33405,720,223,player_B
1552,47,33406,706,222,player_B
1553,47,33414,610,204,player_B
1554,47,33415,599,201,player_B
1555,47,33416,589,198,player_B
1556,47,33417,579,194,player_B
1557,47,33418,569,197,player_B
1558,47,33419,561,203,player_B
1559,47,33420,552,209,player_B
1560,47,33421,543,215,player_B
1561,47,33422,535,220,player_B
1562,47,33423,528,225,player_B
1563,47,33424,521,230,player_B
1564,47,33425,512,235,player_B
1565,47,33426,505,238,player_B
1566,47,33427,498,243,player_B
1567,47,33428,490,247,player_B
1568,47,33429,482,249,player_B
1569,48,33478,1327,162,player_A
1570,48,33479,1343,152,player_A
1571,48,33480,1360,142,player_A
1572,48,33481,1377,132,player_A
1573,48,33482,1398,133,player_A
1574,48,33483,1421,140,player_A
1575,48,33484,1442,147,player_A
1576,48,33485,1465,153,player_A
1577,48,33486,1488,159,player_A
1578,48,33487,1508,164,player_A
1579,48,33488,1531,168,player_A
1580,48,33489,1552,174,player_A
1581,48,33490,1575,178,player_A
1582,48,33491,1597,182,player_A
1583,48,33501,1049,228,player_A
1584,48,33502,992,228,player_A
1585,48,33503,935,227,player_A
1586,48,33504,878,225,player_A
1587,48,33505,827,221,player_A
1588,48,33506,779,218,player_A
1589,48,33507,720,211,player_A
1590,48,33508,673,205,player_A
1591,48,33509,624,199,player_A
1592,48,33510,577,192,player_A
1593,48,33511,531,185,player_A
1594,48,33512,487,176,player_A
1595,48,33513,446,168,player_A
1596,48,33514,401,157,player_A
1597,48,33515,361,148,player_A
1598,48,33516,324,138,player_A
1599,49,36385,859,235,player_A
1600,49,36386,870,233,player_A
1601,49,36387,881,231,player_A
1602,49,36388,893,229,player_A
1603,49,36389,904,227,player_A
1604,49,36390,915,224,player_A
1605,49,36391,926,221,player_A
1606,49,36392,937,218,player_A
1607,49,36393,948,215,player_A
1608,49,36394,959,212,player_A
1609,49,36395,971,207,player_A
1610,49,36396,982,203,player_A
1611,49,36397,994,199,player_A
1612,49,36398,1004,195,player_A
1613,49,36399,1015,190,player_A
1614,49,36400,1026,185,player_A
1615,49,36403,1060,168,player_A
1616,49,36404,1070,162,player_A
1617,49,36405,1081,156,player_A
1618,49,36406,1092,150,player_A
1619,49,36407,1102,152,player_A
1620,49,36408,1111,156,player_A
1621,49,36409,1119,161,player_A
1622,49,36410,1128,165,player_A
1623,49,36411,1137,169,player_A
1624,49,36412,1145,173,player_A
1625,49,36413,1153,176,player_A
1626,49,36414,1163,180,player_A
1627,49,36415,1171,182,player_A
1628,49,36416,1179,186,player_A
1629,49,36417,1188,188,player_A
1630,49,36418,1196,190,player_A
1631,50,36438,957,225,player_B
1632,50,36439,931,224,player_B
1633,50,36440,908,224,player_B
1634,50,36441,883,222,player_B
1635,50,36442,858,221,player_B
1636,50,36443,834,219,player_B
1637,50,36444,810,216,player_B
1638,50,36445,786,213,player_B
1639,50,36446,762,209,player_B
1640,50,36447,740,206,player_B
1641,50,36448,716,202,player_B
1642,50,36449,692,197,player_B
1643,50,36450,669,193,player_B
1644,50,36451,647,188,player_B
1645,50,36452,625,183,player_B
1646,50,36453,602,177,player_B
1647,50,36458,493,145,player_B
1648,50,36459,472,137,player_B
1649,50,36460,452,130,player_B
1650,50,36461,430,122,player_B
1651,50,36462,410,120,player_B
1652,50,36463,390,126,player_B
1653,50,36464,371,132,player_B
1654,50,36465,348,139,player_B
1655,50,36466,328,144,player_B
1656,50,36467,308,149,player_B
1657,50,36468,288,154,player_B
1658,50,36469,268,158,player_B
1659,50,36470,248,162,player_B
1660,50,36471,228,166,player_B
1661,50,36472,208,170,player_B
1662,50,36473,187,173,player_B
1663,51,36506,765,216,player_A
1664,51,36507,811,210,player_A
1665,51,36508,858,206,player_A
1666,51,36509,904,200,player_A
1667,51,36510,942,195,player_A
1668,51,36511,984,190,player_A
1669,51,36512,1023,182,player_A
1670,51,36513,1062,175,player_A
1671,51,36514,1097,168,player_A
1672,51,36515,1134,159,player_A
1673,51,36516,1169,152,player_A
1674,51,36517,1201,143,player_A
1675,51,36518,1234,136,player_A
1676,51,36519,1270,144,player_A
1677,51,36520,1305,155,player_A
1678,51,36521,1338,165,player_A
1679,51,36522,1374,177,player_A
1680,51,36523,1408,187,player_A
1681,51,36524,1436,194,player_A
1682,51,36525,1469,203,player_A
1683,51,36526,1481,212,player_A
1684,51,36527,1450,223,player_A
1685,51,36528,1422,233,player_A
1686,51,36529,1391,243,player_A
1687,51,36530,1359,254,player_A
1688,52,37948,592,226,player_A
1689,52,37949,605,220,player_A
1690,52,37950,620,214,player_A
1691,52,37951,633,209,player_A
1692,52,37952,644,213,player_A
1693,52,37953,655,217,player_A
1694,52,37954,667,220,player_A
1695,52,37955,679,224,player_A
1696,52,37956,689,226,player_A
1697,52,37957,701,229,player_A
1698,52,37958,713,232,player_A
1699,52,37959,725,235,player_A
1700,52,37960,736,238,player_A
1701,52,37961,747,240,player_A
1702,52,37962,760,242,player_A
1703,52,37963,772,244,player_A
1704,52,37971,866,251,player_A
1705,52,37972,878,250,player_A
1706,52,37973,890,250,player_A
1707,52,37974,902,250,player_A
1708,52,37975,914,249,player_A
1709,52,37976,926,248,player_A
1710,52,37977,938,247,player_A
1711,52,37978,950,245,player_A
1712,52,37979,962,243,player_A
1713,52,37980,974,242,player_A
1714,52,37981,985,240,player_A
1715,52,37982,997,238,player_A
1716,52,37983,1009,235,player_A
1717,52,37984,1021,232,player_A
1718,52,37985,1032,229,player_A
1719,52,37986,1044,226,player_A
1720,52,37995,1146,189,player_A
1721,52,37996,1157,184,player_A
1722,52,37997,1168,179,player_A
1723,52,37998,1179,174,player_A
1724,52,37999,1189,174,player_A
1725,52,38000,1197,178,player_A
1726,52,38001,1206,182,player_A
1727,52,38002,1214,186,player_A
1728,52,38003,1222,190,player_A
1729,52,38004,1231,194,player_A
1730,52,38005,1239,197,player_A
1731,52,38006,1248,199,player_A
1732,52,38007,1256,203,player_A
1733,52,38008,1264,205,player_A
1734,52,38009,1272,208,player_A
1735,52,38010,1279,210,player_A
1736,53,38150,844,293,player_A
1737,53,38151,863,290,player_A
1738,53,38152,882,288,player_A
1739,53,38153,901,285,player_A
1740,53,38154,919,282,player_A
1741,53,38155,939,279,player_A
1742,53,38156,957,274,player_A
1743,53,38157,976,270,player_A
1744,53,38158,994,266,player_A
1745,53,38159,1012,261,player_A
1746,53,38160,1030,256,player_A
1747,53,38161,1049,250,player_A
1748,53,38162,1067,244,player_A
1749,53,38163,1084,238,player_A
1750,53,38164,1102,231,player_A
1751,53,38165,1119,225,player_A
1752,53,38172,1237,169,player_A
1753,53,38173,1253,160,player_A
1754,53,38174,1269,151,player_A
1755,53,38175,1286,144,player_A
1756,53,38176,1306,148,player_A
1757,53,38177,1327,155,player_A
1758,53,38178,1348,162,player_A
1759,53,38179,1369,170,player_A
1760,53,38180,1390,175,player_A
1761,53,38181,1411,181,player_A
1762,53,38182,1431,187,player_A
1763,53,38183,1452,191,player_A
1764,53,38184,1470,195,player_A
1765,53,38185,1491,200,player_A
1766,53,38186,1511,205,player_A
1767,53,38187,1530,208,player_A
1768,54,38204,1043,230,player_B
1769,54,38205,991,227,player_B
1770,54,38206,935,222,player_B
1771,54,38207,890,218,player_B
1772,54,38208,829,210,player_B
